video_id,track_id,frame_inicial,frame_final,cor,confianca_media
a,30,41,47,cinza_prata,0.8361
a,41,71,77,azul,0.8901
a,49,75,81,azul,0.8901
a,61,86,92,cinza_prata,0.7813
a,66,88,148,dourado,0.8883
a,84,126,135,dourado,0.8883
a,107,195,208,azul,0.9835
